"","H","period","YEAR","QUARTER","ID","INDUSTRY","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","nbin_tot","openL","openR","n.b.mode","prob.mode","mode","mean","var","median"
"4786",1,0,1998,1,472,2,0,0,0,0.55,0.45,0,0,0,0,0,NA,0.2,0,0,1,0.55,3.5,3.05,0.330833333333333,3.09090909090909
"4787",1,0,1998,1,475,2,0,0,0,0.2,0.7,0.1,0,0,0,0,NA,0.3,0,0,1,0.7,2.5,2.6,0.373333333333332,2.57142857142857
"4788",1,0,1998,1,481,3,0,0,0,0.15,0.4,0.25,0.15,0.05,0,0,NA,0.5,0,0,1,0.4,2.5,1.95,1.23083333333333,2.125
"4789",1,0,1998,1,484,2,0,0,0,0.05,0.55,0.34,0.05,0.01,0,0,NA,0.5,0,0,1,0.55,2.5,2.08,0.586933333333332,2.18181818181818
"4790",1,0,1998,1,485,3,0,0,0.5,0.4,0.1,0,0,0,0,0,NA,0.3,0,0,1,0.5,4.5,3.9,0.52333333333333,4
"4888",1,0,1999,1,65,2,0,0,0.12,0.55,0.33,0,0,0,0,0,NA,0.3,0,0,1,0.55,3.5,3.29,0.489233333333331,3.30909090909091
"4889",1,0,1999,1,84,1,0,0,0.05,0.5,0.4,0.05,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3.05,0.530833333333332,3.1
"4890",1,0,1999,1,94,1,0,0.05,0.15,0.4,0.15,0.1,0.1,0.05,0,0,NA,0.7,0,0,1,0.4,3.5,2.9,2.32333333333333,3.25
"4891",1,0,1999,1,99,1,0,0.03,0.05,0.45,0.35,0.05,0.04,0.02,0.01,0,NA,0.8,0,0,1,0.45,3.5,2.91,1.38523333333333,3.06666666666667
"4893",1,0,1999,1,405,1,0,0,0,0.1,0.6,0.3,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.3,0.443333333333334,2.33333333333333
"4894",1,0,1999,1,407,1,0,0,0,0.1,0.7,0.2,0,0,0,0,NA,0.3,0,0,1,0.7,2.5,2.4,0.373333333333331,2.42857142857143
"4895",1,0,1999,1,414,1,0,0,0.05,0.4,0.35,0.15,0.05,0,0,0,NA,0.5,0,0,1,0.4,3.5,2.75,0.970833333333333,2.85714285714286
"4896",1,0,1999,1,421,1,0,0,0.1,0.5,0.3,0.1,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3.1,0.723333333333331,3.2
"4897",1,0,1999,1,426,2,0,0,0.05,0.15,0.4,0.3,0.05,0.05,0,0,NA,0.6,0,0,1,0.4,2.5,2.2,1.29333333333333,2.25
"4898",1,0,1999,1,428,2,0,0,0,0.2,0.6,0.2,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.5,0.483333333333333,2.5
"4900",1,0,1999,1,431,1,0.02,0.03,0.1,0.15,0.2,0.3,0.1,0.05,0.03,0.02,NA,1,1,1,1,0.3,1.5,2.13,3.44976666666667,2
"4901",1,0,1999,1,433,2,0,0,0,0.6,0.4,0,0,0,0,0,NA,0.2,0,0,1,0.6,3.5,3.1,0.323333333333332,3.16666666666667
"4902",1,0,1999,1,439,2,0,0.05,0.3,0.45,0.1,0.06,0.03,0.01,0,0,NA,0.7,0,0,1,0.45,3.5,3.55,1.35083333333333,3.66666666666667
"4903",1,0,1999,1,446,2,0,0,0.1,0.8,0.1,0,0,0,0,0,NA,0.3,0,0,1,0.8,3.5,3.5,0.28333333333333,3.5
"4904",1,0,1999,1,456,1,0,0,0,0.5,0.5,0,0,0,0,0,NA,0.2,0,0,2,0.5,3,3,0.333333333333334,3
"4907",1,0,1999,1,463,3,0,0,0.2,0.5,0.2,0.1,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3.3,0.843333333333334,3.4
"4909",1,0,1999,1,465,1,0,0.05,0.4,0.45,0.1,0,0,0,0,0,NA,0.4,0,0,1,0.45,3.5,3.9,0.62333333333333,3.88888888888889
"4911",1,0,1999,1,469,2,0,0,0,0.1,0.4,0.3,0.1,0.1,0,0,NA,0.5,0,0,1,0.4,2.5,1.8,1.29333333333333,2
"4912",1,0,1999,1,472,2,0,0,0.02,0.78,0.18,0.02,0,0,0,0,NA,0.4,0,0,1,0.78,3.5,3.3,0.323333333333339,3.38461538461538
"4913",1,0,1999,1,475,2,0,0,0.05,0.5,0.35,0.1,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3,0.633333333333333,3.1
"4914",1,0,1999,1,481,3,0,0,0.1,0.3,0.3,0.15,0.1,0.05,0,0,NA,0.6,0,0,2,0.3,3,2.5,1.78333333333333,2.66666666666667
"4915",1,0,1999,1,483,3,0,0.02,0.15,0.25,0.2,0.15,0.1,0.08,0.03,0.02,NA,0.9,0,1,1,0.25,3.5,2.28,3.54826666666667,2.6
"4916",1,0,1999,1,484,2,0,0,0.03,0.33,0.29,0.25,0.07,0.03,0,0,NA,0.6,0,0,1,0.33,3.5,2.41,1.32523333333333,2.51724137931035
"4919",1,0,1999,1,498,1,0,0,0.2,0.5,0.2,0.1,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3.3,0.843333333333334,3.4
"5037",1,0,2000,1,20,2,0,0.3,0.65,0.05,0,0,0,0,0,0,NA,0.3,0,0,1,0.65,4.5,4.75,0.370833333333334,4.69230769230769
"5039",1,0,2000,1,65,2,0,0,0,0.5,0.5,0,0,0,0,0,NA,0.2,0,0,2,0.5,3,3,0.333333333333334,3
"5040",1,0,2000,1,84,1,0,0,0.8,0.2,0,0,0,0,0,0,NA,0.2,0,0,1,0.8,4.5,4.3,0.243333333333336,4.375
"5041",1,0,2000,1,94,1,0,0.1,0.3,0.4,0.15,0.05,0,0,0,0,NA,0.5,0,0,1,0.4,3.5,3.75,1.07083333333333,3.75
"5042",1,0,2000,1,407,1,0,0,0.1,0.85,0.05,0,0,0,0,0,NA,0.3,0,0,1,0.85,3.5,3.55,0.230833333333331,3.52941176470588
"5043",1,0,2000,1,411,2,0,0,0.05,0.65,0.25,0.05,0,0,0,0,NA,0.4,0,0,1,0.65,3.5,3.2,0.493333333333334,3.30769230769231
"5044",1,0,2000,1,414,1,0,0,0.45,0.4,0.1,0.05,0,0,0,0,NA,0.4,0,0,1,0.45,4.5,3.75,0.770833333333334,3.875
"5045",1,0,2000,1,420,2,0,0,0.4,0.5,0.1,0,0,0,0,0,NA,0.3,0,0,1,0.5,3.5,3.8,0.493333333333334,3.8
"5046",1,0,2000,1,421,2,0,0,0.2,0.3,0.4,0.1,0,0,0,0,NA,0.4,0,0,1,0.4,2.5,3.1,0.923333333333332,3
"5047",1,0,2000,1,426,2,0,0.07,0.1,0.75,0.05,0.03,0,0,0,0,NA,0.5,0,0,1,0.75,3.5,3.63,0.616433333333333,3.56
"5048",1,0,2000,1,428,2,0,0.05,0.5,0.4,0.05,0,0,0,0,0,NA,0.4,0,0,1,0.5,4.5,4.05,0.530833333333334,4.1
"5050",1,0,2000,1,431,1,0,0.05,0.3,0.4,0.2,0.05,0,0,0,0,NA,0.5,0,0,1,0.4,3.5,3.6,0.973333333333329,3.625
"5051",1,0,2000,1,433,2,0,0,0.2,0.8,0,0,0,0,0,0,NA,0.2,0,0,1,0.8,3.5,3.7,0.243333333333332,3.625
"5052",1,0,2000,1,456,1,0,0,0.8,0.2,0,0,0,0,0,0,NA,0.2,0,0,1,0.8,4.5,4.3,0.243333333333336,4.375
"5053",1,0,2000,1,463,3,0,0.07,0.3,0.4,0.2,0.03,0,0,0,0,NA,0.5,0,0,1,0.4,3.5,3.68,0.950933333333335,3.675
"5055",1,0,2000,1,465,1,0,0.08,0.6,0.3,0.02,0,0,0,0,0,NA,0.4,0,0,1,0.6,4.5,4.24,0.475733333333334,4.3
"5056",1,0,2000,1,469,2,0,0,0.3,0.6,0.1,0,0,0,0,0,NA,0.3,0,0,1,0.6,3.5,3.7,0.443333333333332,3.66666666666667
"5058",1,0,2000,1,472,2,0,0,0.05,0.9,0.05,0,0,0,0,0,NA,0.3,0,0,1,0.9,3.5,3.5,0.183333333333334,3.5
"5059",1,0,2000,1,481,3,0,0.01,0.15,0.35,0.3,0.1,0.05,0.04,0,0,NA,0.7,0,0,1,0.35,3.5,2.86,1.65373333333334,3.02857142857143
"5060",1,0,2000,1,484,2,0,0.09,0.2,0.36,0.3,0.05,0,0,0,0,NA,0.5,0,0,1,0.36,3.5,3.48,1.14293333333333,3.41666666666667
"5066",1,0,2000,1,504,1,0,0,0.2,0.5,0.2,0.1,0,0,0,0,NA,0.4,0,0,1,0.5,3.5,3.3,0.843333333333334,3.4
"5067",1,0,2000,1,506,2,0.02,0.05,0.19,0.45,0.16,0.06,0.05,0.02,0,0,NA,0.8,1,0,1,0.45,3.5,3.34,1.79773333333334,3.46666666666667
"5068",1,0,2000,1,507,3,0,0.05,0.14,0.6,0.14,0.04,0.02,0.01,0,0,NA,0.7,0,0,1,0.6,3.5,3.42,1.05693333333333,3.48333333333333
"5069",1,0,2000,1,508,2,0,0.03,0.1,0.25,0.3,0.2,0.1,0.02,0,0,NA,0.7,0,0,1,0.3,2.5,2.58,1.77693333333333,2.6
"5070",1,0,2000,1,510,2,0,0.1,0.6,0.2,0.1,0,0,0,0,0,NA,0.4,0,0,1,0.6,4.5,4.2,0.693333333333332,4.33333333333333
"5071",1,0,2000,1,512,2,0,0,0.8,0.2,0,0,0,0,0,0,NA,0.2,0,0,1,0.8,4.5,4.3,0.243333333333336,4.375
"5173",1,0,2001,1,20,2,0,0,0,0.5,0.5,0,0,0,0,0,NA,0.2,0,0,2,0.5,3,3,0.333333333333334,3
"5175",1,0,2001,1,65,2,0,0,0,0,0.75,0.25,0,0,0,0,NA,0.2,0,0,1,0.75,2.5,2.25,0.270833333333333,2.33333333333333
"5176",1,0,2001,1,84,1,0,0.05,0.55,0.15,0.12,0.08,0.04,0.01,0,0,NA,0.7,0,0,1,0.55,4.5,3.71,1.74923333333333,4.18181818181818
"5177",1,0,2001,1,94,1,0,0,0,0.2,0.4,0.2,0.2,0,0,0,NA,0.4,0,0,1,0.4,2.5,2.1,1.12333333333333,2.25
"5178",1,0,2001,1,99,1,0,0,0.03,0.2,0.4,0.2,0.09,0.05,0.02,0.01,NA,0.8,0,1,1,0.4,2.5,2.09,1.9319,2.325
"5179",1,0,2001,1,411,2,0,0,0,0.15,0.5,0.35,0,0,0,0,NA,0.3,0,0,1,0.5,2.5,2.3,0.543333333333334,2.3
"5180",1,0,2001,1,421,2,0,0,0,0.05,0.45,0.45,0.05,0,0,0,NA,0.4,0,0,2,0.45,2,2,0.533333333333333,2
"5181",1,0,2001,1,423,2,0.01,0.02,0.06,0.12,0.19,0.23,0.19,0.11,0.07,0,NA,0.9,1,0,1,0.23,1.5,1.62,3.10893333333333,1.56521739130435
"5182",1,0,2001,1,428,2,0,0,0,0.15,0.5,0.3,0.05,0,0,0,NA,0.4,0,0,1,0.5,2.5,2.25,0.670833333333335,2.3
"5184",1,0,2001,1,431,1,0,0,0,0.1,0.3,0.4,0.2,0,0,0,NA,0.4,0,0,1,0.4,1.5,1.8,0.893333333333332,1.75
"5185",1,0,2001,1,433,2,0,0,0,0,0.4,0.5,0.1,0,0,0,NA,0.3,0,0,1,0.5,1.5,1.8,0.493333333333333,1.8
"5186",1,0,2001,1,439,2,0,0.05,0.1,0.15,0.25,0.2,0.13,0.07,0.03,0.02,NA,0.9,0,1,1,0.25,2.5,2.09,3.47856666666667,2.2
"5187",1,0,2001,1,446,2,0,0,0,0.05,0.6,0.25,0.1,0,0,0,NA,0.4,0,0,1,0.6,2.5,2.1,0.623333333333334,2.25
"5188",1,0,2001,1,456,1,0,0,0,0.1,0.2,0.3,0.2,0.1,0.05,0.05,NA,0.7,0,1,1,0.3,1.5,1.1,2.85666666666667,1.33333333333333
"5189",1,0,2001,1,463,3,0,0,0.05,0.15,0.4,0.3,0.1,0,0,0,NA,0.5,0,0,1,0.4,2.5,2.25,1.07083333333333,2.25
"5190",1,0,2001,1,465,1,0,0,0,0.1,0.2,0.5,0.1,0.05,0.05,0,NA,0.6,0,0,1,0.5,1.5,1.55,1.43083333333333,1.6
"5191",1,0,2001,1,472,2,0,0,0,0.3,0.6,0.1,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.7,0.443333333333335,2.66666666666667
"5192",1,0,2001,1,475,2,0,0,0,0,0.1,0.15,0.5,0.25,0,0,NA,0.4,0,0,1,0.5,0.5,0.6,0.873333333333333,0.5
"5193",1,0,2001,1,483,3,0.01,0.02,0.05,0.09,0.15,0.2,0.25,0.2,0.02,0.01,NA,1,1,1,1,0.25,0.5,1.35,3.0775,1.1
"5194",1,0,2001,1,484,2,0,0,0,0.02,0.3,0.4,0.15,0.09,0.03,0.01,NA,0.7,0,1,1,0.4,1.5,1.37,1.4831,1.55
"5195",1,0,2001,1,485,3,0,0,0,0.1,0.3,0.6,0,0,0,0,NA,0.3,0,0,1,0.6,1.5,2,0.533333333333333,1.83333333333333
"5201",1,0,2001,1,504,1,0,0,0,0.05,0.4,0.4,0.1,0.05,0,0,NA,0.5,0,0,2,0.4,2,1.8,0.893333333333332,1.875
"5202",1,0,2001,1,506,2,0,0,0.02,0.07,0.33,0.36,0.12,0.08,0.02,0,NA,0.7,0,0,1,0.36,1.5,1.69,1.45723333333333,1.77777777777778
"5203",1,0,2001,1,507,3,0,0,0,0.1,0.7,0.1,0.1,0,0,0,NA,0.4,0,0,1,0.7,2.5,2.3,0.643333333333334,2.42857142857143
"5204",1,0,2001,1,508,2,0,0,0,0.2,0.5,0.2,0.1,0,0,0,NA,0.4,0,0,1,0.5,2.5,2.3,0.843333333333334,2.4
"5205",1,0,2001,1,510,2,0,0,0,0.1,0.7,0.1,0.05,0.05,0,0,NA,0.5,0,0,1,0.7,2.5,2.25,0.870833333333333,2.42857142857143
"5206",1,0,2001,1,512,2,0,0,0,0.1,0.7,0.2,0,0,0,0,NA,0.3,0,0,1,0.7,2.5,2.4,0.373333333333331,2.42857142857143
"5207",1,0,2001,1,516,1,0,0,0,0.02,0.5,0.15,0.15,0.15,0.03,0,NA,0.6,0,0,1,0.5,2.5,1.5,1.68333333333333,2.04
"5303",1,0,2002,1,20,2,0,0,0,0,0,0.3,0.7,0,0,0,NA,0.2,0,0,1,0.7,0.5,0.8,0.293333333333333,0.714285714285714
"5305",1,0,2002,1,65,2,0,0,0,0,0,0.75,0.25,0,0,0,NA,0.2,0,0,1,0.75,1.5,1.25,0.270833333333333,1.33333333333333
"5306",1,0,2002,1,84,1,0,0,0,0.02,0.36,0.52,0.05,0.03,0.01,0.01,NA,0.7,0,1,1,0.52,1.5,1.71,0.995899999999999,1.76923076923077
"5307",1,0,2002,1,99,1,0,0,0.03,0.37,0.35,0.13,0.08,0.03,0.01,0,NA,0.7,0,0,1,0.37,3.5,2.51,1.45323333333334,2.71428571428571
"5308",1,0,2002,1,407,1,0,0,0,0,0.1,0.85,0.05,0,0,0,NA,0.3,0,0,1,0.85,1.5,1.55,0.230833333333334,1.52941176470588
"5309",1,0,2002,1,411,2,0,0,0,0,0.35,0.55,0.1,0,0,0,NA,0.3,0,0,1,0.55,1.5,1.75,0.470833333333332,1.72727272727273
"5310",1,0,2002,1,421,2,0,0,0,0.05,0.6,0.3,0.05,0,0,0,NA,0.4,0,0,1,0.6,2.5,2.15,0.510833333333333,2.25
"5311",1,0,2002,1,423,2,0.002,0.01,0.034,0.102,0.202,0.26,0.219,0.12,0.043,0.008,NA,1,1,1,1,0.26,1.5,1.43,2.49576666666667,1.42307692307692
"5312",1,0,2002,1,426,2,0,0,0,0.05,0.15,0.25,0.35,0.15,0.05,0,NA,0.6,0,0,1,0.35,0.5,0.95,1.53083333333333,0.857142857142857
"5313",1,0,2002,1,428,2,0,0,0,0.05,0.2,0.35,0.3,0.1,0,0,NA,0.5,0,0,1,0.35,1.5,1.3,1.14333333333333,1.28571428571429
"5315",1,0,2002,1,431,1,0,0,0,0.2,0.5,0.25,0.05,0,0,0,NA,0.4,0,0,1,0.5,2.5,2.35,0.710833333333332,2.4
"5316",1,0,2002,1,433,2,0,0,0,0,0.2,0.6,0.2,0,0,0,NA,0.3,0,0,1,0.6,1.5,1.5,0.483333333333334,1.5
"5317",1,0,2002,1,439,2,0,0,0.05,0.1,0.4,0.3,0.1,0.03,0.02,0,NA,0.7,0,0,1,0.4,2.5,2.03,1.45243333333333,2.125
"5318",1,0,2002,1,446,2,0,0,0,0,0.3,0.5,0.2,0,0,0,NA,0.3,0,0,1,0.5,1.5,1.6,0.573333333333333,1.6
"5319",1,0,2002,1,463,3,0,0,0.04,0.1,0.3,0.35,0.15,0.04,0.02,0,NA,0.7,0,0,1,0.35,1.5,1.83,1.52443333333333,1.82857142857143
"5320",1,0,2002,1,465,1,0,0,0,0,0.2,0.5,0.2,0.1,0,0,NA,0.4,0,0,1,0.5,1.5,1.3,0.843333333333333,1.4
"5321",1,0,2002,1,483,3,0.05,0.06,0.12,0.2,0.2,0.15,0.12,0.08,0.02,0,NA,0.9,1,0,2,0.2,3,2.61,3.76123333333333,2.65
"5322",1,0,2002,1,484,2,0,0,0,0,0.07,0.25,0.38,0.25,0.04,0.01,NA,0.6,0,1,1,0.38,0.5,0.52,1.1896,0.526315789473684
"5323",1,0,2002,1,485,3,0,0,0,0,0,0,0.1,0.6,0.3,0,NA,0.3,0,0,1,0.6,-0.5,-0.7,0.443333333333333,-0.666666666666667
"5328",1,0,2002,1,507,3,0,0,0,0,0,0.7,0.2,0.1,0,0,NA,0.3,0,0,1,0.7,1.5,1.1,0.523333333333334,1.28571428571429
"5329",1,0,2002,1,508,2,0,0,0.02,0.2,0.5,0.25,0.03,0,0,0,NA,0.5,0,0,1,0.5,2.5,2.43,0.728433333333332,2.44
"5330",1,0,2002,1,510,2,0,0,0,0.05,0.05,0.8,0.05,0.05,0,0,NA,0.5,0,0,1,0.8,1.5,1.5,0.583333333333333,1.5
"5331",1,0,2002,1,512,2,0,0,0.05,0.6,0.3,0.05,0,0,0,0,NA,0.4,0,0,1,0.6,3.5,3.15,0.510833333333332,3.25
"5332",1,0,2002,1,516,1,0,0,0,0,0,0.1,0.7,0.2,0,0,NA,0.3,0,0,1,0.7,0.5,0.4,0.373333333333333,0.428571428571429
"5334",1,0,2002,1,518,2,0,0,0,0,0.1,0.2,0.5,0.1,0.1,0,NA,0.5,0,0,1,0.5,0.5,0.6,1.17333333333333,0.6
"5335",1,0,2002,1,519,1,0,0,0,0.1,0.2,0.4,0.2,0.1,0,0,NA,0.5,0,0,1,0.4,1.5,1.5,1.28333333333333,1.5
"5336",1,0,2002,1,520,2,0,0.05,0.05,0.2,0.2,0.4,0.1,0,0,0,NA,0.6,0,0,1,0.4,1.5,2.35,1.71083333333333,2
"5337",1,0,2002,1,521,1,0,0,0,0.05,0.15,0.35,0.2,0.15,0.1,0,NA,0.6,0,0,1,0.35,1.5,0.95,1.83083333333333,1.14285714285714
"5445",1,0,2003,1,20,2,0,0,0,0,0.5,0.5,0,0,0,0,NA,0.2,0,0,2,0.5,2,2,0.333333333333333,2
"5447",1,0,2003,1,65,2,0,0,0,0.25,0.5,0.25,0,0,0,0,NA,0.3,0,0,1,0.5,2.5,2.5,0.583333333333333,2.5
"5448",1,0,2003,1,99,1,0,0.02,0.08,0.24,0.46,0.1,0.07,0.02,0.01,0,NA,0.8,0,0,1,0.46,2.5,2.62,1.52893333333333,2.65217391304348
"5449",1,0,2003,1,405,1,0,0,0,0.05,0.5,0.3,0.15,0,0,0,NA,0.4,0,0,1,0.5,2.5,1.95,0.730833333333333,2.1
"5450",1,0,2003,1,407,1,0,0,0,0.05,0.85,0.1,0,0,0,0,NA,0.3,0,0,1,0.85,2.5,2.45,0.230833333333335,2.47058823529412
"5451",1,0,2003,1,411,2,0,0,0,0.2,0.45,0.3,0.05,0,0,0,NA,0.4,0,0,1,0.45,2.5,2.3,0.743333333333332,2.33333333333333
"5452",1,0,2003,1,420,2,0,0,0,0.15,0.6,0.25,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.4,0.473333333333334,2.41666666666667
"5453",1,0,2003,1,421,2,0,0,0.1,0.3,0.3,0.1,0.1,0.1,0,0,NA,0.6,0,0,2,0.3,3,2.4,2.17333333333333,2.66666666666667
"5454",1,0,2003,1,426,2,0,0,0.05,0.15,0.45,0.3,0.05,0,0,0,NA,0.5,0,0,1,0.45,2.5,2.35,0.910833333333333,2.33333333333333
"5455",1,0,2003,1,428,2,0,0,0,0.1,0.5,0.3,0.1,0,0,0,NA,0.4,0,0,1,0.5,2.5,2.1,0.723333333333335,2.2
"5457",1,0,2003,1,431,1,0,0,0,0.1,0.4,0.3,0.15,0.04,0.01,0,NA,0.6,0,0,1,0.4,2.5,1.84,1.16773333333333,2
"5458",1,0,2003,1,433,2,0,0,0,0.2,0.6,0.2,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.5,0.483333333333333,2.5
"5459",1,0,2003,1,439,2,0,0,0.07,0.5,0.35,0.05,0.02,0.01,0,0,NA,0.6,0,0,1,0.5,3.5,3.02,0.812933333333334,3.14
"5460",1,0,2003,1,446,2,0,0,0,0.05,0.7,0.25,0,0,0,0,NA,0.3,0,0,1,0.7,2.5,2.3,0.343333333333333,2.35714285714286
"5461",1,0,2003,1,456,1,0,0,0,0.15,0.4,0.25,0.1,0.1,0,0,NA,0.5,0,0,1,0.4,2.5,1.9,1.42333333333333,2.125
"5462",1,0,2003,1,463,3,0,0.02,0.2,0.3,0.2,0.2,0.06,0.02,0,0,NA,0.7,0,0,1,0.3,3.5,2.88,1.83893333333333,3.06666666666667
"5463",1,0,2003,1,465,1,0,0,0.1,0.15,0.3,0.3,0.1,0.05,0,0,NA,0.6,0,0,2,0.3,2,2.2,1.69333333333333,2.16666666666667
"5464",1,0,2003,1,483,3,0,0,0.03,0.05,0.12,0.25,0.22,0.2,0.1,0.03,NA,0.8,0,1,1,0.25,1.5,0.74,2.78573333333333,0.772727272727273
"5465",1,0,2003,1,484,2,0,0,0,0.04,0.15,0.2,0.3,0.2,0.08,0.03,NA,0.7,0,1,1,0.3,0.5,0.64,2.24373333333333,0.633333333333333
"5466",1,0,2003,1,485,3,0,0,0,0,0.1,0.4,0.5,0,0,0,NA,0.3,0,0,1,0.5,0.5,1.1,0.523333333333333,1
"5468",1,0,2003,1,498,1,0,0,0.04,0.2,0.5,0.2,0.04,0.02,0,0,NA,0.6,0,0,1,0.5,2.5,2.44,0.979733333333335,2.48
"5471",1,0,2003,1,504,1,0.01,0.1,0.25,0.35,0.2,0.08,0.01,0,0,0,NA,0.7,1,0,1,0.35,3.5,3.59,1.42523333333333,3.6
"5473",1,0,2003,1,507,3,0,0,0,0.2,0.6,0.2,0,0,0,0,NA,0.3,0,0,1,0.6,2.5,2.5,0.483333333333333,2.5
"5474",1,0,2003,1,510,2,0,0,0.1,0.7,0.2,0,0,0,0,0,NA,0.3,0,0,1,0.7,3.5,3.4,0.373333333333335,3.42857142857143
"5475",1,0,2003,1,512,2,0,0,0,0.1,0.4,0.4,0.1,0,0,0,NA,0.4,0,0,2,0.4,2,2,0.733333333333333,2
"5476",1,0,2003,1,516,1,0,0,0.05,0.3,0.4,0.2,0.05,0,0,0,NA,0.5,0,0,1,0.4,2.5,2.6,0.973333333333333,2.625
"5477",1,0,2003,1,519,1,0,0.1,0.2,0.4,0.2,0.1,0,0,0,0,NA,0.5,0,0,1,0.4,3.5,3.5,1.28333333333333,3.5
"5478",1,0,2003,1,520,2,0,0,0,0.1,0.45,0.35,0.1,0,0,0,NA,0.4,0,0,1,0.45,2.5,2.05,0.730833333333334,2.11111111111111
"5479",1,0,2003,1,521,1,0,0,0.05,0.2,0.5,0.2,0.05,0,0,0,NA,0.5,0,0,1,0.5,2.5,2.5,0.883333333333336,2.5
"5480",1,0,2003,1,523,2,0.1,0.06,0.1,0.11,0.14,0.11,0.09,0.08,0.06,0.15,NA,1,1,1,1,0.15,-3.5,1.72,9.77493333333333,2.07142857142857
"5481",1,0,2003,1,524,2,0,0,0,0.1,0.6,0.15,0.1,0.05,0,0,NA,0.5,0,0,1,0.6,2.5,2.1,1.02333333333333,2.33333333333333
"5581",1,0,2004,1,20,2,0,0.1,0.5,0.4,0,0,0,0,0,0,NA,0.3,0,0,1,0.5,4.5,4.2,0.493333333333332,4.2
"5583",1,0,2004,1,99,1,0.02,0.06,0.4,0.31,0.06,0.05,0.04,0.03,0.02,0.01,NA,1,1,1,1,0.4,4.5,3.51,2.9999,3.93548387096774
"5584",1,0,2004,1,411,2,0.05,0.4,0.4,0.1,0.05,0,0,0,0,0,NA,0.5,1,0,2,0.4,5,4.8,0.893333333333334,4.875
"5585",1,0,2004,1,421,2,0,0.2,0.5,0.15,0.1,0.05,0,0,0,0,NA,0.5,0,0,1,0.5,4.5,4.2,1.19333333333334,4.4
"5587",1,0,2004,1,426,2,0.05,0.1,0.8,0.05,0,0,0,0,0,0,NA,0.4,1,0,1,0.8,4.5,4.65,0.410833333333336,4.5625
"5588",1,0,2004,1,428,2,0,0.2,0.5,0.2,0.1,0,0,0,0,0,NA,0.4,0,0,1,0.5,4.5,4.3,0.843333333333337,4.4
"5590",1,0,2004,1,431,1,0.05,0.15,0.4,0.25,0.1,0.05,0,0,0,0,NA,0.6,1,0,1,0.4,4.5,4.15,1.41083333333333,4.25
"5591",1,0,2004,1,433,2,0,0.25,0.65,0.1,0,0,0,0,0,0,NA,0.3,0,0,1,0.65,4.5,4.65,0.410833333333333,4.61538461538461
"5592",1,0,2004,1,446,2,0.06,0.15,0.4,0.2,0.1,0.05,0.01,0.01,0.01,0.01,NA,1,1,1,1,0.4,4.5,3.99,2.6799,4.275
